LA_code,LA_initial,LA_name,year.1,measure_of_wb,wb_rating,WB_av
S12000013,Nah_E,Na h-Eileanan Siar,2016,anxiety,very-good,44.22
S12000013,Nah_E,Na h-Eileanan Siar,2016,anxiety,good,25.04
S12000013,Nah_E,Na h-Eileanan Siar,2016,anxiety,fair,14.54
S12000013,Nah_E,Na h-Eileanan Siar,2016,happiness,poor,5.93
S12000013,Nah_E,Na h-Eileanan Siar,2016,worthwhile,fair,9.14
S12000013,Nah_E,Na h-Eileanan Siar,2016,happiness,average-mean,8.02
S12000013,Nah_E,Na h-Eileanan Siar,2016,worthwhile,good,42.81
S12000013,Nah_E,Na h-Eileanan Siar,2016,anxiety,average-mean,2.56
S12000013,Nah_E,Na h-Eileanan Siar,2017,worthwhile,average-mean,8.35
S12000013,Nah_E,Na h-Eileanan Siar,2017,worthwhile,very-good,46.8
S12000013,Nah_E,Na h-Eileanan Siar,2017,worthwhile,poor,1.91
S12000013,Nah_E,Na h-Eileanan Siar,2017,life-satisfaction,poor,1.24
S12000013,Nah_E,Na h-Eileanan Siar,2017,happiness,very-good,50.22
S12000013,Nah_E,Na h-Eileanan Siar,2017,life-satisfaction,average-mean,8.32
S12000013,Nah_E,Na h-Eileanan Siar,2017,anxiety,poor,18.95
S12000013,Nah_E,Na h-Eileanan Siar,2017,anxiety,average-mean,2.58
S12000013,Nah_E,Na h-Eileanan Siar,2017,life-satisfaction,very-good,47.53
S12000013,Nah_E,Na h-Eileanan Siar,2017,worthwhile,good,43.83
S12000013,Nah_E,Na h-Eileanan Siar,2017,life-satisfaction,good,41.31
S12000013,Nah_E,Na h-Eileanan Siar,2017,anxiety,very-good,47.99
S12000013,Nah_E,Na h-Eileanan Siar,2017,happiness,good,34.1
S12000013,Nah_E,Na h-Eileanan Siar,2017,happiness,fair,11.27
S12000013,Nah_E,Na h-Eileanan Siar,2017,anxiety,good,20.35
S12000013,Nah_E,Na h-Eileanan Siar,2017,anxiety,fair,12.71
S12000013,Nah_E,Na h-Eileanan Siar,2017,life-satisfaction,fair,9.93
S12000013,Nah_E,Na h-Eileanan Siar,2017,happiness,poor,4.41
S12000013,Nah_E,Na h-Eileanan Siar,2017,happiness,average-mean,8.08
S12000013,Nah_E,Na h-Eileanan Siar,2017,worthwhile,fair,7.46
S12000013,Nah_E,Na h-Eileanan Siar,2018,happiness,fair,9.6
S12000013,Nah_E,Na h-Eileanan Siar,2018,life-satisfaction,fair,8.93
S12000013,Nah_E,Na h-Eileanan Siar,2018,happiness,average-mean,8.13
S12000013,Nah_E,Na h-Eileanan Siar,2018,life-satisfaction,poor,2.75
S12000013,Nah_E,Na h-Eileanan Siar,2018,happiness,good,37.69
S12000013,Nah_E,Na h-Eileanan Siar,2018,anxiety,good,17.76
S12000013,Nah_E,Na h-Eileanan Siar,2018,worthwhile,poor,1.55
S12000013,Nah_E,Na h-Eileanan Siar,2018,happiness,poor,4.5
S12000013,Nah_E,Na h-Eileanan Siar,2018,life-satisfaction,very-good,46.52
S12000013,Nah_E,Na h-Eileanan Siar,2018,worthwhile,good,44.28
S12000013,Nah_E,Na h-Eileanan Siar,2018,anxiety,fair,11.78
S12000013,Nah_E,Na h-Eileanan Siar,2018,happiness,very-good,48.21
S12000013,Nah_E,Na h-Eileanan Siar,2018,life-satisfaction,good,41.81
S12000013,Nah_E,Na h-Eileanan Siar,2018,life-satisfaction,average-mean,8.26
S12000013,Nah_E,Na h-Eileanan Siar,2018,worthwhile,very-good,44.91
S12000013,Nah_E,Na h-Eileanan Siar,2018,worthwhile,fair,9.26
S12000013,Nah_E,Na h-Eileanan Siar,2018,anxiety,very-good,50.76
S12000013,Nah_E,Na h-Eileanan Siar,2018,anxiety,poor,19.7
S12000013,Nah_E,Na h-Eileanan Siar,2018,worthwhile,average-mean,8.28
S12000013,Nah_E,Na h-Eileanan Siar,2018,anxiety,average-mean,2.51
S12000013,Nah_E,Na h-Eileanan Siar,2019,anxiety,fair,13.63
S12000013,Nah_E,Na h-Eileanan Siar,2019,worthwhile,average-mean,8.3
S12000013,Nah_E,Na h-Eileanan Siar,2019,happiness,poor,8.65
S12000013,Nah_E,Na h-Eileanan Siar,2019,life-satisfaction,good,41.15
S12000013,Nah_E,Na h-Eileanan Siar,2019,life-satisfaction,very-good,46.57
S12000013,Nah_E,Na h-Eileanan Siar,2019,happiness,very-good,50.58
S12000013,Nah_E,Na h-Eileanan Siar,2019,anxiety,average-mean,2.23
S12000013,Nah_E,Na h-Eileanan Siar,2019,worthwhile,very-good,48.24
S12000013,Nah_E,Na h-Eileanan Siar,2019,life-satisfaction,fair,9.17
S12000013,Nah_E,Na h-Eileanan Siar,2019,happiness,fair,10.29
S12000013,Nah_E,Na h-Eileanan Siar,2019,life-satisfaction,poor,3.12
S12000013,Nah_E,Na h-Eileanan Siar,2019,anxiety,very-good,54.5
S12000013,Nah_E,Na h-Eileanan Siar,2019,anxiety,poor,15.13
S12000013,Nah_E,Na h-Eileanan Siar,2019,life-satisfaction,average-mean,8.27
S12000013,Nah_E,Na h-Eileanan Siar,2019,anxiety,good,16.75
S12000013,Nah_E,Na h-Eileanan Siar,2019,worthwhile,good,40.46
S12000013,Nah_E,Na h-Eileanan Siar,2019,happiness,good,30.49
S12000013,Nah_E,Na h-Eileanan Siar,2019,worthwhile,fair,8.72
S12000013,Nah_E,Na h-Eileanan Siar,2019,worthwhile,poor,2.57
S12000013,Nah_E,Na h-Eileanan Siar,2019,happiness,average-mean,8.02
S12000013,Nah_E,Na h-Eileanan Siar,2020,life-satisfaction,good,41.08
S12000013,Nah_E,Na h-Eileanan Siar,2020,happiness,poor,7.9
S12000013,Nah_E,Na h-Eileanan Siar,2020,happiness,average-mean,7.77
S12000013,Nah_E,Na h-Eileanan Siar,2020,worthwhile,good,38.86
S12000013,Nah_E,Na h-Eileanan Siar,2020,happiness,very-good,43.66
S12000013,Nah_E,Na h-Eileanan Siar,2020,life-satisfaction,very-good,40.55
S12000013,Nah_E,Na h-Eileanan Siar,2020,life-satisfaction,fair,13.96
S12000013,Nah_E,Na h-Eileanan Siar,2020,anxiety,average-mean,2.67
S12000013,Nah_E,Na h-Eileanan Siar,2020,anxiety,good,18.48
S12000013,Nah_E,Na h-Eileanan Siar,2020,anxiety,fair,15.22
S12000013,Nah_E,Na h-Eileanan Siar,2020,anxiety,poor,19.49
S12000013,Nah_E,Na h-Eileanan Siar,2020,anxiety,very-good,46.81
S12000013,Nah_E,Na h-Eileanan Siar,2020,happiness,good,33.7
S12000013,Nah_E,Na h-Eileanan Siar,2020,worthwhile,average-mean,8.23
S12000013,Nah_E,Na h-Eileanan Siar,2020,life-satisfaction,poor,4.41
S12000013,Nah_E,Na h-Eileanan Siar,2020,life-satisfaction,average-mean,7.95
S12000013,Nah_E,Na h-Eileanan Siar,2020,worthwhile,poor,3.51
S12000013,Nah_E,Na h-Eileanan Siar,2020,worthwhile,very-good,48.26
S12000013,Nah_E,Na h-Eileanan Siar,2020,happiness,fair,14.74
S12000013,Nah_E,Na h-Eileanan Siar,2020,worthwhile,fair,9.37
S12000013,Nah_E,Na h-Eileanan Siar,2021,worthwhile,average-mean,8.26
S12000013,Nah_E,Na h-Eileanan Siar,2021,worthwhile,fair,NA
S12000013,Nah_E,Na h-Eileanan Siar,2021,happiness,poor,5.67
S12000013,Nah_E,Na h-Eileanan Siar,2021,life-satisfaction,good,42.58
S12000013,Nah_E,Na h-Eileanan Siar,2021,life-satisfaction,fair,12.74
S12000013,Nah_E,Na h-Eileanan Siar,2021,happiness,good,37.5
S12000013,Nah_E,Na h-Eileanan Siar,2021,life-satisfaction,average-mean,8.03
S12000013,Nah_E,Na h-Eileanan Siar,2021,happiness,average-mean,7.98
S12000013,Nah_E,Na h-Eileanan Siar,2021,anxiety,average-mean,2.79
S12000013,Nah_E,Na h-Eileanan Siar,2021,worthwhile,good,39.94
S12000013,Nah_E,Na h-Eileanan Siar,2021,worthwhile,poor,NA
S12000013,Nah_E,Na h-Eileanan Siar,2021,happiness,very-good,43.6
S12000013,Nah_E,Na h-Eileanan Siar,2021,anxiety,good,23.73
S12000013,Nah_E,Na h-Eileanan Siar,2021,anxiety,fair,16.69
S12000013,Nah_E,Na h-Eileanan Siar,2021,anxiety,poor,17.26
S12000013,Nah_E,Na h-Eileanan Siar,2021,life-satisfaction,very-good,41
S12000013,Nah_E,Na h-Eileanan Siar,2021,life-satisfaction,poor,3.68
S12000013,Nah_E,Na h-Eileanan Siar,2021,anxiety,very-good,42.32
S12000013,Nah_E,Na h-Eileanan Siar,2021,worthwhile,very-good,45.94
S12000013,Nah_E,Na h-Eileanan Siar,2021,happiness,fair,13.23
S12000013,Nah_E,Na h-Eileanan Siar,2022,worthwhile,good,41.46
S12000013,Nah_E,Na h-Eileanan Siar,2022,happiness,poor,2.75
S12000013,Nah_E,Na h-Eileanan Siar,2022,happiness,fair,12.93
S12000013,Nah_E,Na h-Eileanan Siar,2022,life-satisfaction,very-good,41.19
S12000013,Nah_E,Na h-Eileanan Siar,2022,worthwhile,average-mean,8.27
S12000013,Nah_E,Na h-Eileanan Siar,2022,happiness,average-mean,8.12
S12000013,Nah_E,Na h-Eileanan Siar,2022,life-satisfaction,poor,NA
S12000013,Nah_E,Na h-Eileanan Siar,2022,worthwhile,very-good,47.31
S12000013,Nah_E,Na h-Eileanan Siar,2022,life-satisfaction,good,48.45
S12000013,Nah_E,Na h-Eileanan Siar,2022,anxiety,good,24.23
S12000013,Nah_E,Na h-Eileanan Siar,2022,life-satisfaction,fair,NA
S12000013,Nah_E,Na h-Eileanan Siar,2022,life-satisfaction,average-mean,8.24
S12000013,Nah_E,Na h-Eileanan Siar,2022,anxiety,very-good,49.35
S12000013,Nah_E,Na h-Eileanan Siar,2022,anxiety,poor,16.8
S12000013,Nah_E,Na h-Eileanan Siar,2022,happiness,good,36.6
S12000013,Nah_E,Na h-Eileanan Siar,2022,happiness,very-good,47.72
S12000013,Nah_E,Na h-Eileanan Siar,2022,worthwhile,poor,2.98
S12000013,Nah_E,Na h-Eileanan Siar,2022,worthwhile,fair,8.26
S12000013,Nah_E,Na h-Eileanan Siar,2022,anxiety,average-mean,2.33
S12000013,Nah_E,Na h-Eileanan Siar,2022,anxiety,fair,9.62
S12000021,NorthAyr,North Ayrshire,2011,life-satisfaction,poor,9.52
S12000021,NorthAyr,North Ayrshire,2011,anxiety,very-good,39.94
S12000021,NorthAyr,North Ayrshire,2011,anxiety,good,19.17
S12000021,NorthAyr,North Ayrshire,2011,worthwhile,average-mean,7.45
S12000021,NorthAyr,North Ayrshire,2011,happiness,fair,16.94
S12000021,NorthAyr,North Ayrshire,2011,happiness,good,35.23
S12000021,NorthAyr,North Ayrshire,2011,worthwhile,poor,7.79
S12000021,NorthAyr,North Ayrshire,2011,happiness,poor,16.43
S12000021,NorthAyr,North Ayrshire,2011,anxiety,average-mean,3.32
S12000021,NorthAyr,North Ayrshire,2011,life-satisfaction,very-good,24.45
S12000021,NorthAyr,North Ayrshire,2011,worthwhile,good,44.51
S12000021,NorthAyr,North Ayrshire,2011,anxiety,poor,25.2
S12000021,NorthAyr,North Ayrshire,2011,life-satisfaction,fair,20.84
S12000021,NorthAyr,North Ayrshire,2011,worthwhile,fair,17.53
S12000021,NorthAyr,North Ayrshire,2011,life-satisfaction,good,45.19
S12000021,NorthAyr,North Ayrshire,2011,happiness,very-good,31.41
S12000021,NorthAyr,North Ayrshire,2011,happiness,average-mean,6.99
S12000021,NorthAyr,North Ayrshire,2011,worthwhile,very-good,30.18
S12000021,NorthAyr,North Ayrshire,2011,life-satisfaction,average-mean,7.16
S12000021,NorthAyr,North Ayrshire,2011,anxiety,fair,15.69
S12000021,NorthAyr,North Ayrshire,2012,worthwhile,average-mean,7.48
S12000021,NorthAyr,North Ayrshire,2012,worthwhile,poor,7.23
S12000021,NorthAyr,North Ayrshire,2012,anxiety,average-mean,3.31
S12000021,NorthAyr,North Ayrshire,2012,life-satisfaction,poor,7.43
S12000021,NorthAyr,North Ayrshire,2012,life-satisfaction,fair,19.3
S12000021,NorthAyr,North Ayrshire,2012,worthwhile,fair,16.36
S12000021,NorthAyr,North Ayrshire,2012,happiness,good,34.62
S12000021,NorthAyr,North Ayrshire,2012,anxiety,good,19.61
S12000021,NorthAyr,North Ayrshire,2012,anxiety,poor,26.2
S12000021,NorthAyr,North Ayrshire,2012,life-satisfaction,very-good,24.93
S12000021,NorthAyr,North Ayrshire,2012,worthwhile,very-good,30.15
S12000021,NorthAyr,North Ayrshire,2012,happiness,poor,13.6
S12000021,NorthAyr,North Ayrshire,2012,happiness,very-good,31.97
S12000021,NorthAyr,North Ayrshire,2012,anxiety,fair,16.43
S12000021,NorthAyr,North Ayrshire,2012,life-satisfaction,average-mean,7.27
S12000021,NorthAyr,North Ayrshire,2012,happiness,fair,19.81
S12000021,NorthAyr,North Ayrshire,2012,happiness,average-mean,7.11
S12000021,NorthAyr,North Ayrshire,2012,life-satisfaction,good,48.34
S12000021,NorthAyr,North Ayrshire,2012,worthwhile,good,46.26
S12000021,NorthAyr,North Ayrshire,2012,anxiety,very-good,37.76
S12000021,NorthAyr,North Ayrshire,2013,anxiety,fair,16.11
S12000021,NorthAyr,North Ayrshire,2013,worthwhile,average-mean,7.6
S12000021,NorthAyr,North Ayrshire,2013,happiness,fair,18.16
S12000021,NorthAyr,North Ayrshire,2013,worthwhile,poor,6.53
S12000021,NorthAyr,North Ayrshire,2013,worthwhile,very-good,35.18
S12000021,NorthAyr,North Ayrshire,2013,happiness,poor,11.18
S12000021,NorthAyr,North Ayrshire,2013,happiness,good,36.25
S12000021,NorthAyr,North Ayrshire,2013,life-satisfaction,fair,17.74
S12000021,NorthAyr,North Ayrshire,2013,life-satisfaction,good,45.61
S12000021,NorthAyr,North Ayrshire,2013,anxiety,average-mean,3.25
S12000021,NorthAyr,North Ayrshire,2013,happiness,very-good,34.41
S12000021,NorthAyr,North Ayrshire,2013,happiness,average-mean,7.29
S12000021,NorthAyr,North Ayrshire,2013,worthwhile,fair,15.56
S12000021,NorthAyr,North Ayrshire,2013,worthwhile,good,42.73
S12000021,NorthAyr,North Ayrshire,2013,life-satisfaction,poor,7.31
S12000021,NorthAyr,North Ayrshire,2013,life-satisfaction,very-good,29.34
S12000021,NorthAyr,North Ayrshire,2013,anxiety,poor,25.81
S12000021,NorthAyr,North Ayrshire,2013,anxiety,good,16.75
S12000021,NorthAyr,North Ayrshire,2013,anxiety,very-good,41.33
S12000021,NorthAyr,North Ayrshire,2013,life-satisfaction,average-mean,7.41
S12000021,NorthAyr,North Ayrshire,2014,life-satisfaction,fair,16.46
S12000021,NorthAyr,North Ayrshire,2014,anxiety,very-good,38.96
S12000021,NorthAyr,North Ayrshire,2014,worthwhile,very-good,31.98
S12000021,NorthAyr,North Ayrshire,2014,happiness,average-mean,7.32
S12000021,NorthAyr,North Ayrshire,2014,life-satisfaction,very-good,27.45
S12000021,NorthAyr,North Ayrshire,2014,happiness,good,35.86
S12000021,NorthAyr,North Ayrshire,2014,happiness,poor,11.94
S12000021,NorthAyr,North Ayrshire,2014,anxiety,fair,15.22
S12000021,NorthAyr,North Ayrshire,2014,anxiety,good,20.91
S12000021,NorthAyr,North Ayrshire,2014,happiness,very-good,35.29
S12000021,NorthAyr,North Ayrshire,2014,life-satisfaction,average-mean,7.49
S12000021,NorthAyr,North Ayrshire,2014,worthwhile,average-mean,7.69
S12000021,NorthAyr,North Ayrshire,2014,life-satisfaction,good,49.92
S12000021,NorthAyr,North Ayrshire,2014,worthwhile,poor,5.9
S12000021,NorthAyr,North Ayrshire,2014,life-satisfaction,poor,6.16
S12000021,NorthAyr,North Ayrshire,2014,happiness,fair,16.9
S12000021,NorthAyr,North Ayrshire,2014,worthwhile,good,49.32
S12000021,NorthAyr,North Ayrshire,2014,worthwhile,fair,12.8
S12000021,NorthAyr,North Ayrshire,2014,anxiety,poor,24.91
S12000021,NorthAyr,North Ayrshire,2014,anxiety,average-mean,3.19
S12000021,NorthAyr,North Ayrshire,2015,worthwhile,poor,4.32
S12000021,NorthAyr,North Ayrshire,2015,worthwhile,good,49.36
S12000021,NorthAyr,North Ayrshire,2015,life-satisfaction,poor,5.1
S12000021,NorthAyr,North Ayrshire,2015,worthwhile,average-mean,7.78
S12000021,NorthAyr,North Ayrshire,2015,happiness,very-good,32.7
S12000021,NorthAyr,North Ayrshire,2015,happiness,average-mean,7.38
S12000021,NorthAyr,North Ayrshire,2015,life-satisfaction,good,47.79
S12000021,NorthAyr,North Ayrshire,2015,happiness,poor,9.53
S12000021,NorthAyr,North Ayrshire,2015,happiness,fair,17.69
S12000021,NorthAyr,North Ayrshire,2015,happiness,good,40.08
S12000021,NorthAyr,North Ayrshire,2015,anxiety,poor,21.76
S12000021,NorthAyr,North Ayrshire,2015,life-satisfaction,very-good,29.61
S12000021,NorthAyr,North Ayrshire,2015,life-satisfaction,average-mean,7.59
S12000021,NorthAyr,North Ayrshire,2015,worthwhile,fair,13.69
S12000021,NorthAyr,North Ayrshire,2015,life-satisfaction,fair,17.5
S12000021,NorthAyr,North Ayrshire,2015,anxiety,very-good,39.27
S12000021,NorthAyr,North Ayrshire,2015,worthwhile,very-good,32.63
S12000021,NorthAyr,North Ayrshire,2015,anxiety,good,20.34
S12000021,NorthAyr,North Ayrshire,2015,anxiety,fair,18.63
S12000021,NorthAyr,North Ayrshire,2015,anxiety,average-mean,3.12
S12000021,NorthAyr,North Ayrshire,2016,life-satisfaction,poor,5.15
S12000021,NorthAyr,North Ayrshire,2016,life-satisfaction,very-good,29.83
S12000021,NorthAyr,North Ayrshire,2016,anxiety,very-good,40.32
S12000021,NorthAyr,North Ayrshire,2016,anxiety,poor,21.28
S12000021,NorthAyr,North Ayrshire,2016,worthwhile,fair,13.02
S12000021,NorthAyr,North Ayrshire,2016,happiness,good,38.16
S12000021,NorthAyr,North Ayrshire,2016,happiness,very-good,32.8
S12000021,NorthAyr,North Ayrshire,2016,happiness,fair,17.25
S12000021,NorthAyr,North Ayrshire,2016,life-satisfaction,fair,16.29
S12000021,NorthAyr,North Ayrshire,2016,happiness,average-mean,7.25
S12000021,NorthAyr,North Ayrshire,2016,life-satisfaction,good,48.73
S12000021,NorthAyr,North Ayrshire,2016,happiness,poor,11.78
S12000021,NorthAyr,North Ayrshire,2016,worthwhile,average-mean,7.81
S12000021,NorthAyr,North Ayrshire,2016,anxiety,good,20.75
S12000021,NorthAyr,North Ayrshire,2016,anxiety,fair,17.65
S12000021,NorthAyr,North Ayrshire,2016,worthwhile,good,47.17
S12000021,NorthAyr,North Ayrshire,2016,life-satisfaction,average-mean,7.6
S12000021,NorthAyr,North Ayrshire,2016,worthwhile,very-good,35.17
S12000021,NorthAyr,North Ayrshire,2016,worthwhile,poor,4.64
S12000021,NorthAyr,North Ayrshire,2016,anxiety,average-mean,3.05
S12000021,NorthAyr,North Ayrshire,2017,worthwhile,good,45.66
S12000021,NorthAyr,North Ayrshire,2017,life-satisfaction,very-good,32.72
S12000021,NorthAyr,North Ayrshire,2017,life-satisfaction,average-mean,7.7
S12000021,NorthAyr,North Ayrshire,2017,happiness,poor,10.72
S12000021,NorthAyr,North Ayrshire,2017,happiness,very-good,36.75
S12000021,NorthAyr,North Ayrshire,2017,life-satisfaction,poor,5.68
S12000021,NorthAyr,North Ayrshire,2017,anxiety,average-mean,3.02
S12000021,NorthAyr,North Ayrshire,2017,worthwhile,poor,3.56
S12000021,NorthAyr,North Ayrshire,2017,worthwhile,fair,13.09
S12000021,NorthAyr,North Ayrshire,2017,anxiety,fair,16.48
S12000021,NorthAyr,North Ayrshire,2017,anxiety,poor,22.52
S12000021,NorthAyr,North Ayrshire,2017,happiness,fair,13.94
S12000021,NorthAyr,North Ayrshire,2017,happiness,good,38.58
S12000021,NorthAyr,North Ayrshire,2017,worthwhile,average-mean,7.94
S12000021,NorthAyr,North Ayrshire,2017,life-satisfaction,fair,13.48
S12000021,NorthAyr,North Ayrshire,2017,life-satisfaction,good,48.13
S12000021,NorthAyr,North Ayrshire,2017,happiness,average-mean,7.49
S12000021,NorthAyr,North Ayrshire,2017,worthwhile,very-good,37.68
S12000021,NorthAyr,North Ayrshire,2017,anxiety,very-good,40.71
S12000021,NorthAyr,North Ayrshire,2017,anxiety,good,20.29
S12000021,NorthAyr,North Ayrshire,2018,worthwhile,good,50.2
S12000021,NorthAyr,North Ayrshire,2018,anxiety,very-good,47.67
S12000021,NorthAyr,North Ayrshire,2018,worthwhile,average-mean,7.73
S12000021,NorthAyr,North Ayrshire,2018,life-satisfaction,poor,6.5
S12000021,NorthAyr,North Ayrshire,2018,life-satisfaction,fair,12.42
S12000021,NorthAyr,North Ayrshire,2018,life-satisfaction,very-good,29.18
S12000021,NorthAyr,North Ayrshire,2018,life-satisfaction,average-mean,7.57
S12000021,NorthAyr,North Ayrshire,2018,happiness,very-good,33.68
S12000021,NorthAyr,North Ayrshire,2018,worthwhile,poor,6.09
S12000021,NorthAyr,North Ayrshire,2018,anxiety,fair,13.07
S12000021,NorthAyr,North Ayrshire,2018,life-satisfaction,good,51.9
S12000021,NorthAyr,North Ayrshire,2018,happiness,poor,10.82
S12000021,NorthAyr,North Ayrshire,2018,happiness,good,39.66
S12000021,NorthAyr,North Ayrshire,2018,happiness,fair,15.83
S12000021,NorthAyr,North Ayrshire,2018,worthwhile,fair,11.61
S12000021,NorthAyr,North Ayrshire,2018,worthwhile,very-good,32.09
S12000021,NorthAyr,North Ayrshire,2018,anxiety,average-mean,2.74
S12000021,NorthAyr,North Ayrshire,2018,anxiety,good,17.74
S12000021,NorthAyr,North Ayrshire,2018,anxiety,poor,21.52
S12000021,NorthAyr,North Ayrshire,2018,happiness,average-mean,7.36
S12000021,NorthAyr,North Ayrshire,2019,happiness,fair,18.95
S12000021,NorthAyr,North Ayrshire,2019,life-satisfaction,poor,5.99
S12000021,NorthAyr,North Ayrshire,2019,anxiety,fair,18.39
S12000021,NorthAyr,North Ayrshire,2019,anxiety,average-mean,3.39
S12000021,NorthAyr,North Ayrshire,2019,life-satisfaction,very-good,25.1
S12000021,NorthAyr,North Ayrshire,2019,happiness,poor,11.44
S12000021,NorthAyr,North Ayrshire,2019,happiness,very-good,30.4
S12000021,NorthAyr,North Ayrshire,2019,worthwhile,very-good,33.11
S12000021,NorthAyr,North Ayrshire,2019,anxiety,good,17.46
S12000021,NorthAyr,North Ayrshire,2019,happiness,good,39.21
S12000021,NorthAyr,North Ayrshire,2019,life-satisfaction,fair,17.05
S12000021,NorthAyr,North Ayrshire,2019,worthwhile,average-mean,7.68
S12000021,NorthAyr,North Ayrshire,2019,worthwhile,poor,6.49
S12000021,NorthAyr,North Ayrshire,2019,worthwhile,fair,12.9
S12000021,NorthAyr,North Ayrshire,2019,worthwhile,good,47.5
S12000021,NorthAyr,North Ayrshire,2019,life-satisfaction,good,51.85
S12000021,NorthAyr,North Ayrshire,2019,anxiety,very-good,37.59
S12000021,NorthAyr,North Ayrshire,2019,anxiety,poor,26.56
S12000021,NorthAyr,North Ayrshire,2019,life-satisfaction,average-mean,7.38
S12000021,NorthAyr,North Ayrshire,2019,happiness,average-mean,7.2
S12000021,NorthAyr,North Ayrshire,2020,life-satisfaction,good,46.04
S12000021,NorthAyr,North Ayrshire,2020,life-satisfaction,very-good,22.4
S12000021,NorthAyr,North Ayrshire,2020,worthwhile,very-good,30.89
S12000021,NorthAyr,North Ayrshire,2020,anxiety,poor,27.31
S12000021,NorthAyr,North Ayrshire,2020,worthwhile,average-mean,7.63
S12000021,NorthAyr,North Ayrshire,2020,anxiety,average-mean,3.76
S12000021,NorthAyr,North Ayrshire,2020,happiness,very-good,30.36
S12000021,NorthAyr,North Ayrshire,2020,worthwhile,good,51
S12000021,NorthAyr,North Ayrshire,2020,happiness,poor,12.47
S12000021,NorthAyr,North Ayrshire,2020,happiness,good,39.35
S12000021,NorthAyr,North Ayrshire,2020,worthwhile,fair,12.17
S12000021,NorthAyr,North Ayrshire,2020,happiness,fair,17.82
S12000021,NorthAyr,North Ayrshire,2020,anxiety,very-good,30.03
S12000021,NorthAyr,North Ayrshire,2020,anxiety,good,19.32
S12000021,NorthAyr,North Ayrshire,2020,life-satisfaction,average-mean,7.08
S12000021,NorthAyr,North Ayrshire,2020,happiness,average-mean,7.16
S12000021,NorthAyr,North Ayrshire,2020,life-satisfaction,fair,22.9
S12000021,NorthAyr,North Ayrshire,2020,life-satisfaction,poor,8.66
S12000021,NorthAyr,North Ayrshire,2020,worthwhile,poor,5.94
S12000021,NorthAyr,North Ayrshire,2020,anxiety,fair,23.34
S12000021,NorthAyr,North Ayrshire,2021,life-satisfaction,very-good,21.75
S12000021,NorthAyr,North Ayrshire,2021,worthwhile,very-good,29.47
S12000021,NorthAyr,North Ayrshire,2021,happiness,poor,11.05
S12000021,NorthAyr,North Ayrshire,2021,happiness,fair,20.98
S12000021,NorthAyr,North Ayrshire,2021,happiness,good,34.78
S12000021,NorthAyr,North Ayrshire,2021,life-satisfaction,good,44.09
S12000021,NorthAyr,North Ayrshire,2021,life-satisfaction,fair,27.24
S12000021,NorthAyr,North Ayrshire,2021,life-satisfaction,poor,6.92
S12000021,NorthAyr,North Ayrshire,2021,worthwhile,good,47.97
S12000021,NorthAyr,North Ayrshire,2021,anxiety,fair,16.38
S12000021,NorthAyr,North Ayrshire,2021,anxiety,very-good,34.78
S12000021,NorthAyr,North Ayrshire,2021,anxiety,average-mean,3.43
S12000021,NorthAyr,North Ayrshire,2021,anxiety,poor,27.64
S12000021,NorthAyr,North Ayrshire,2021,anxiety,good,21.2
S12000021,NorthAyr,North Ayrshire,2021,life-satisfaction,average-mean,7.15
S12000021,NorthAyr,North Ayrshire,2021,happiness,very-good,33.19
S12000021,NorthAyr,North Ayrshire,2021,happiness,average-mean,7.23
S12000021,NorthAyr,North Ayrshire,2021,worthwhile,poor,7.53
S12000021,NorthAyr,North Ayrshire,2021,worthwhile,fair,15.03
S12000021,NorthAyr,North Ayrshire,2021,worthwhile,average-mean,7.54
S12000021,NorthAyr,North Ayrshire,2022,worthwhile,average-mean,7.64
S12000021,NorthAyr,North Ayrshire,2022,worthwhile,poor,5.32
S12000021,NorthAyr,North Ayrshire,2022,worthwhile,very-good,31.07
S12000021,NorthAyr,North Ayrshire,2022,anxiety,good,21.81
S12000021,NorthAyr,North Ayrshire,2022,life-satisfaction,poor,5.76
S12000021,NorthAyr,North Ayrshire,2022,worthwhile,fair,15.21
S12000021,NorthAyr,North Ayrshire,2022,happiness,very-good,32.48
S12000021,NorthAyr,North Ayrshire,2022,anxiety,very-good,30.68
S12000021,NorthAyr,North Ayrshire,2022,anxiety,fair,20.03
S12000021,NorthAyr,North Ayrshire,2022,happiness,poor,8.22
S12000021,NorthAyr,North Ayrshire,2022,life-satisfaction,fair,16.83
S12000021,NorthAyr,North Ayrshire,2022,life-satisfaction,very-good,21.08
S12000021,NorthAyr,North Ayrshire,2022,life-satisfaction,good,56.32
S12000021,NorthAyr,North Ayrshire,2022,life-satisfaction,average-mean,7.34
S12000021,NorthAyr,North Ayrshire,2022,anxiety,poor,27.47
S12000021,NorthAyr,North Ayrshire,2022,worthwhile,good,48.4
S12000021,NorthAyr,North Ayrshire,2022,happiness,fair,17.22
S12000021,NorthAyr,North Ayrshire,2022,happiness,good,42.08
S12000021,NorthAyr,North Ayrshire,2022,happiness,average-mean,7.42
S12000021,NorthAyr,North Ayrshire,2022,anxiety,average-mean,3.54
S12000050,NorthLan,North Lanarkshire,2011,life-satisfaction,good,45.47
S12000050,NorthLan,North Lanarkshire,2011,life-satisfaction,very-good,29.61
S12000050,NorthLan,North Lanarkshire,2011,worthwhile,good,44.23
S12000050,NorthLan,North Lanarkshire,2011,worthwhile,very-good,34.12
